,0
1525,"at(160377, 'di', 206406)"
1526,"at(160377, 'di', 242053)"
1527,"at(160377, 'di', 254282)"
1528,"at(160377, 'di', 209739)"
1529,"at(160377, 'di', 219690)"
1530,"at(160377, 'di', 171685)"
1531,"at(160377, 'di', 202327)"
1532,"at(160377, 'di', 221862)"
1533,"at(160377, 'di', 176647)"
1534,"at(160377, 'di', 179357)"
1535,"at(160377, 'di', 241538)"
1536,"at(160377, 'di', 209419)"
1537,"at(160377, 'di', 208105)"
1538,"at(160377, 'di', 227679)"
1539,"at(171685, 'di', 256480)"
1540,"at(171685, 'di', 176085)"
1541,"at(171685, 'di', 228176)"
1542,"at(171685, 'di', 196678)"
1543,"at(171685, 'di', 254282)"
1544,"at(171685, 'di', 242053)"
1545,"at(171685, 'di', 219690)"
1546,"at(171685, 'di', 206406)"
1547,"at(171685, 'di', 221862)"
1548,"at(171685, 'di', 252889)"
1549,"at(171685, 'di', 245046)"
1550,"at(171685, 'di', 192571)"
1551,"at(171685, 'di', 179357)"
1552,"at(171685, 'di', 202327)"
1553,"at(171685, 'di', 242314)"
1554,"at(171685, 'di', 241538)"
1555,"at(171685, 'di', 209419)"
1556,"at(171685, 'di', 209739)"
1557,"at(171685, 'di', 227679)"
1558,"at(171685, 'di', 208105)"
1559,"at(171685, 'di', 176647)"
1560,"at(176085, 'di', 256480)"
1561,"at(176085, 'di', 196678)"
1562,"at(176085, 'di', 228176)"
1563,"at(176085, 'di', 254282)"
1564,"at(176085, 'di', 242053)"
1565,"at(176085, 'di', 219690)"
1566,"at(176085, 'di', 245046)"
1567,"at(176085, 'di', 192571)"
1568,"at(176085, 'di', 221862)"
1569,"at(176085, 'di', 206406)"
1570,"at(176085, 'di', 179357)"
1571,"at(176085, 'di', 202327)"
1572,"at(176085, 'di', 252889)"
1573,"at(176085, 'di', 241538)"
1574,"at(176085, 'di', 242314)"
1575,"at(176085, 'di', 209419)"
1576,"at(176085, 'di', 209739)"
1577,"at(176085, 'di', 176647)"
1578,"at(176085, 'di', 208105)"
1579,"at(176085, 'di', 227679)"
1580,"at(176647, 'di', 192571)"
1581,"at(176647, 'di', 245046)"
1582,"at(176647, 'di', 242314)"
1583,"at(176647, 'di', 209739)"
1584,"at(176647, 'di', 202327)"
1585,"at(176647, 'di', 209419)"
1586,"at(176647, 'di', 208105)"
1587,"at(176647, 'di', 241538)"
1588,"at(176647, 'di', 242053)"
1589,"at(176647, 'di', 196678)"
1590,"at(176647, 'di', 219690)"
1591,"at(176647, 'di', 254282)"
1592,"at(176647, 'di', 256480)"
1593,"at(176647, 'di', 228176)"
1594,"at(176647, 'di', 221862)"
1595,"at(176647, 'di', 179357)"
1596,"at(176647, 'di', 252889)"
1597,"at(176647, 'di', 206406)"
1598,"at(176647, 'di', 227679)"
1599,"at(179357, 'di', 221862)"
1600,"at(179357, 'di', 241538)"
1601,"at(179357, 'di', 202327)"
1602,"at(179357, 'di', 209419)"
1603,"at(179357, 'di', 219690)"
1604,"at(179357, 'di', 254282)"
1605,"at(179357, 'di', 242053)"
1606,"at(179357, 'di', 227679)"
1607,"at(179357, 'di', 196678)"
1608,"at(179357, 'di', 208105)"
1609,"at(179357, 'di', 192571)"
1610,"at(179357, 'di', 256480)"
1611,"at(179357, 'di', 245046)"
1612,"at(179357, 'di', 228176)"
1613,"at(179357, 'di', 242314)"
1614,"at(179357, 'di', 206406)"
1615,"at(179357, 'di', 252889)"
1616,"at(179357, 'di', 209739)"
1617,"at(192571, 'di', 245046)"
1618,"at(192571, 'di', 242053)"
1619,"at(192571, 'di', 196678)"
1620,"at(192571, 'di', 254282)"
1621,"at(192571, 'di', 219690)"
1622,"at(192571, 'di', 202327)"
1623,"at(192571, 'di', 256480)"
1624,"at(192571, 'di', 228176)"
1625,"at(192571, 'di', 241538)"
1626,"at(192571, 'di', 221862)"
1627,"at(192571, 'di', 242314)"
1628,"at(192571, 'di', 209419)"
1629,"at(192571, 'di', 209739)"
1630,"at(192571, 'di', 252889)"
1631,"at(192571, 'di', 208105)"
1632,"at(192571, 'di', 206406)"
1633,"at(192571, 'di', 227679)"
1634,"at(196678, 'di', 256480)"
1635,"at(196678, 'di', 242053)"
1636,"at(196678, 'di', 254282)"
1637,"at(196678, 'di', 228176)"
1638,"at(196678, 'di', 219690)"
1639,"at(196678, 'di', 245046)"
1640,"at(196678, 'di', 221862)"
1641,"at(196678, 'di', 202327)"
1642,"at(196678, 'di', 206406)"
1643,"at(196678, 'di', 252889)"
1644,"at(196678, 'di', 242314)"
1645,"at(196678, 'di', 241538)"
1646,"at(196678, 'di', 209419)"
1647,"at(196678, 'di', 209739)"
1648,"at(196678, 'di', 208105)"
1649,"at(196678, 'di', 227679)"
1650,"at(202327, 'di', 241538)"
1651,"at(202327, 'di', 209419)"
1652,"at(202327, 'di', 221862)"
1653,"at(202327, 'di', 219690)"
1654,"at(202327, 'di', 242053)"
1655,"at(202327, 'di', 254282)"
1656,"at(202327, 'di', 208105)"
1657,"at(202327, 'di', 245046)"
1658,"at(202327, 'di', 227679)"
1659,"at(202327, 'di', 256480)"
1660,"at(202327, 'di', 228176)"
1661,"at(202327, 'di', 242314)"
1662,"at(202327, 'di', 209739)"
1663,"at(202327, 'di', 252889)"
1664,"at(202327, 'di', 206406)"
1665,"at(206406, 'di', 252889)"
1666,"at(206406, 'di', 228176)"
1667,"at(206406, 'di', 242314)"
1668,"at(206406, 'di', 256480)"
1669,"at(206406, 'di', 209739)"
1670,"at(206406, 'di', 245046)"
1671,"at(206406, 'di', 242053)"
1672,"at(206406, 'di', 254282)"
1673,"at(206406, 'di', 219690)"
1674,"at(206406, 'di', 221862)"
1675,"at(206406, 'di', 241538)"
1676,"at(206406, 'di', 209419)"
1677,"at(206406, 'di', 208105)"
1678,"at(206406, 'di', 227679)"
1679,"at(208105, 'di', 209419)"
1680,"at(208105, 'di', 241538)"
1681,"at(208105, 'di', 227679)"
1682,"at(208105, 'di', 221862)"
1683,"at(208105, 'di', 219690)"
1684,"at(208105, 'di', 242053)"
1685,"at(208105, 'di', 254282)"
1686,"at(208105, 'di', 245046)"
1687,"at(208105, 'di', 256480)"
1688,"at(208105, 'di', 228176)"
1689,"at(208105, 'di', 242314)"
1690,"at(208105, 'di', 209739)"
1691,"at(208105, 'di', 252889)"
1692,"at(209419, 'di', 241538)"
1693,"at(209419, 'di', 221862)"
1694,"at(209419, 'di', 227679)"
1695,"at(209419, 'di', 219690)"
1696,"at(209419, 'di', 242053)"
1697,"at(209419, 'di', 254282)"
1698,"at(209419, 'di', 245046)"
1699,"at(209419, 'di', 256480)"
1700,"at(209419, 'di', 228176)"
1701,"at(209419, 'di', 242314)"
1702,"at(209419, 'di', 209739)"
1703,"at(209419, 'di', 252889)"
1704,"at(209739, 'di', 242314)"
1705,"at(209739, 'di', 252889)"
1706,"at(209739, 'di', 245046)"
1707,"at(209739, 'di', 228176)"
1708,"at(209739, 'di', 256480)"
1709,"at(209739, 'di', 242053)"
1710,"at(209739, 'di', 254282)"
1711,"at(209739, 'di', 219690)"
1712,"at(209739, 'di', 221862)"
1713,"at(209739, 'di', 241538)"
1714,"at(209739, 'di', 227679)"
1715,"at(219690, 'di', 254282)"
1716,"at(219690, 'di', 242053)"
1717,"at(219690, 'di', 221862)"
1718,"at(219690, 'di', 256480)"
1719,"at(219690, 'di', 228176)"
1720,"at(219690, 'di', 241538)"
1721,"at(219690, 'di', 245046)"
1722,"at(219690, 'di', 242314)"
1723,"at(219690, 'di', 252889)"
1724,"at(219690, 'di', 227679)"
1725,"at(221862, 'di', 241538)"
1726,"at(221862, 'di', 254282)"
1727,"at(221862, 'di', 242053)"
1728,"at(221862, 'di', 227679)"
1729,"at(221862, 'di', 256480)"
1730,"at(221862, 'di', 228176)"
1731,"at(221862, 'di', 245046)"
1732,"at(221862, 'di', 242314)"
1733,"at(221862, 'di', 252889)"
1734,"at(227679, 'di', 241538)"
1735,"at(227679, 'di', 254282)"
1736,"at(227679, 'di', 242053)"
1737,"at(227679, 'di', 256480)"
1738,"at(227679, 'di', 245046)"
1739,"at(227679, 'di', 228176)"
1740,"at(227679, 'di', 242314)"
1741,"at(227679, 'di', 252889)"
1742,"at(228176, 'di', 256480)"
1743,"at(228176, 'di', 254282)"
1744,"at(228176, 'di', 242053)"
1745,"at(228176, 'di', 245046)"
1746,"at(228176, 'di', 252889)"
1747,"at(228176, 'di', 242314)"
1748,"at(228176, 'di', 241538)"
1749,"at(241538, 'di', 242053)"
1750,"at(241538, 'di', 254282)"
1751,"at(241538, 'di', 245046)"
1752,"at(241538, 'di', 256480)"
1753,"at(241538, 'di', 242314)"
1754,"at(241538, 'di', 252889)"
1755,"at(242053, 'di', 254282)"
1756,"at(242053, 'di', 256480)"
1757,"at(242053, 'di', 245046)"
1758,"at(242053, 'di', 242314)"
1759,"at(242053, 'di', 252889)"
1760,"at(242314, 'di', 252889)"
1761,"at(242314, 'di', 245046)"
1762,"at(242314, 'di', 256480)"
1763,"at(242314, 'di', 254282)"
1764,"at(245046, 'di', 254282)"
1765,"at(245046, 'di', 256480)"
1766,"at(245046, 'di', 252889)"
1767,"at(252889, 'di', 256480)"
1768,"at(252889, 'di', 254282)"
1769,"at(254282, 'di', 256480)"
